Country,Year,Sex,NCD_Mortality_Rate
South-East Asia,2001,Male,481.11679
Western Pacific,2007,Male,884.22437
Africa,2011,Female,478.73447
Africa,2004,Male,852.23712
Europe,2017,Female,273.61664
Europe,2007,Female,334.83057
Eastern Mediterranean,2001,Male,415.49176
Eastern Mediterranean,2017,Female,400.64859
Western Pacific,2013,Male,827.01837
Americas,2005,Male,581.42865
Americas,2010,Female,318.42426
Eastern Mediterranean,2021,Female,642.06042
Africa,2006,Male,588.89557
Europe,2010,Male,425.63571
Africa,2013,Male,709.84155
Europe,2008,Female,270.78677
Western Pacific,2019,Female,767.36621
Americas,2004,Female,386.2598
Americas,2018,Male,557.72766
Europe,2001,Male,620.34351
South-East Asia,2008,Female,514.94757
Africa,2013,Male,596.27661
Africa,2020,Female,550.5896
Americas,2009,Male,490.12271
Americas,2020,Male,547.07947
Eastern Mediterranean,2017,Male,663.97491
Africa,2015,Male,691.23291
Americas,2011,Male,486.87915
Africa,2001,Male,480.44144
Africa,2004,Male,752.14734
Western Pacific,2018,Male,789.46277
Americas,2016,Male,878.6828
Americas,2002,Female,407.06851
Americas,2010,Male,573.07544
Western Pacific,2014,Male,310.04321
South-East Asia,2008,Female,651.8667
Africa,2016,Female,563.38202
Africa,2012,Male,465.41968
Eastern Mediterranean,2021,Male,369.63806
Europe,2013,Male,446.9101
Western Pacific,2015,Female,251.67557
Africa,2017,Male,790.46216
Europe,2015,Male,674.68298
Western Pacific,2000,Male,910.23395
Eastern Mediterranean,2021,Female,493.38742
Europe,2011,Male,443.5697
Americas,2019,Female,246.35695
South-East Asia,2000,Male,695.08203
Europe,2004,Female,357.98904
Europe,2004,Male,1382.74548
Western Pacific,2002,Female,849.38202
Western Pacific,2014,Female,662.55731
Americas,2007,Female,449.67181
Eastern Mediterranean,2011,Female,686.047
Africa,2000,Male,554.99573
Europe,2008,Female,299.20703
Western Pacific,2011,Female,439.60297
Western Pacific,2011,Female,304.58319
Europe,2021,Male,897.13464
Africa,2006,Male,707.93915
Americas,2008,Male,538.41791
Europe,2000,Female,608.31
Africa,2020,Male,571.65704
Africa,2008,Female,548.60107
Americas,2006,Male,479.17261
Europe,2001,Female,414.34012
Europe,2001,Male,938.86121
Africa,2016,Female,544.23267
Africa,2015,Female,646.50793
South-East Asia,2010,Female,537.29797
Eastern Mediterranean,2018,Male,319.43167
Eastern Mediterranean,2011,Female,499.30936
South-East Asia,2007,Male,552.00867
Western Pacific,2008,Male,812.02435
Western Pacific,2001,Male,751.50208
Europe,2011,Female,287.16501
Africa,2018,Male,691.90753
Western Pacific,2002,Female,665.57422
Africa,2002,Male,1029.23169
Europe,2018,Male,382.05276
Western Pacific,2000,Female,400.69485
Americas,2012,Female,529.67584
Africa,2021,Female,576.30066
Europe,2014,Female,469.44812
Western Pacific,2011,Male,777.8866
Western Pacific,2008,Male,479.81299
South-East Asia,2021,Female,461.42917
South-East Asia,2021,Female,534.67328
Eastern Mediterranean,2013,Male,577.59674
Europe,2013,Male,458.49213
Eastern Mediterranean,2003,Female,629.14508
Africa,2017,Female,647.11365
Europe,2005,Female,312.28952
Eastern Mediterranean,2015,Female,387.38232
Western Pacific,2002,Male,456.60922
Europe,2016,Male,377.8168
Europe,2005,Male,468.32419
Eastern Mediterranean,2021,Male,570.42255
Africa,2010,Female,599.68066
Africa,2013,Male,657.5528
Europe,2017,Male,362.54419
Eastern Mediterranean,2007,Male,296.26028
Western Pacific,2020,Male,776.13232
Africa,2003,Female,588.10913
Europe,2010,Female,288.41257
South-East Asia,2018,Male,446.1185
Americas,2002,Male,491.29596
Eastern Mediterranean,2010,Female,714.53046
Western Pacific,2017,Female,882.76721
South-East Asia,2003,Female,656.42279
Americas,2003,Female,349.90714
Americas,2006,Female,415.62323
Europe,2021,Male,840.06104
Africa,2012,Female,639.04413
Africa,2010,Female,593.3847
Americas,2011,Male,595.88538
Africa,2001,Male,771.54626
Europe,2005,Female,304.5332
Americas,2005,Male,505.33087
Africa,2015,Female,679.76678
Africa,2008,Female,501.74768
Africa,2008,Female,425.7514
Europe,2014,Male,750.22998
Europe,2019,Female,353.47443
South-East Asia,2012,Male,532.1037
Africa,2015,Male,634.7995
Western Pacific,2002,Female,541.85608
Africa,2004,Female,410.0412
Eastern Mediterranean,2015,Female,593.23584
Africa,2008,Female,617.12579
Americas,2009,Female,356.05368
Africa,2015,Female,590.44843
Western Pacific,2016,Male,1097.21191
Eastern Mediterranean,2011,Male,430.14374
Europe,2009,Male,983.25342
Americas,2013,Male,497.41812
Europe,2002,Female,381.79727
Europe,2001,Female,349.95215
Africa,2018,Female,604.76971
Americas,2005,Male,651.24658
Western Pacific,2012,Female,291.53802
Europe,2010,Female,517.36914
Africa,2016,Male,708.40991
Europe,2000,Female,605.44141
Western Pacific,2020,Female,402.12051
Europe,2005,Female,709.38696
Europe,2002,Female,284.81424
Europe,2017,Male,381.19766
Africa,2009,Male,640.58496
Europe,2005,Male,680.05878
South-East Asia,2019,Female,510.73648
Eastern Mediterranean,2008,Female,467.52948
Africa,2014,Female,438.29288
Eastern Mediterranean,2006,Male,489.76074
Europe,2020,Female,254.52217
Americas,2021,Male,546.22778
Africa,2009,Female,469.01489
Western Pacific,2017,Male,292.07254
Western Pacific,2000,Male,657.58838
Americas,2000,Female,585.49951
Europe,2000,Female,380.3479
Africa,2001,Male,1051.13171
Europe,2009,Male,816.61133
Americas,2009,Female,357.65076
Americas,2004,Female,451.99286
Western Pacific,2004,Female,542.67059
Americas,2004,Female,430.20862
Europe,2003,Female,343.41739
South-East Asia,2000,Male,719.92859
Africa,2019,Male,1144.65479
Africa,2018,Male,960.43079
Europe,2008,Female,626.67841
Europe,2005,Male,718.13702
Americas,2020,Female,434.18448
Africa,2008,Female,591.59833
Americas,2013,Female,516.86768
Western Pacific,2007,Male,693.36816
Americas,2001,Female,489.26352
Western Pacific,2010,Female,225.01738
Europe,2011,Male,454.6011
Europe,2017,Male,592.85114
Americas,2010,Male,398.1525
Europe,2010,Female,594.75586
Eastern Mediterranean,2016,Female,605.31207
Europe,2019,Female,215.94731
South-East Asia,2005,Male,464.34573
Africa,2017,Female,535.8952
Americas,2005,Female,1033.17163
Europe,2002,Female,502.76358
Eastern Mediterranean,2006,Male,684.64789
Americas,2009,Female,559.39313
Africa,2019,Female,543.59161
Africa,2001,Male,673.94147
Western Pacific,2015,Male,1112.07886
Eastern Mediterranean,2009,Female,545.59039
Americas,2004,Female,343.41751
Eastern Mediterranean,2001,Female,814.87183
Americas,2017,Female,377.90414
Europe,2014,Female,281.91934
Europe,2009,Female,487.5365
South-East Asia,2009,Female,648.34479
Europe,2014,Female,592.28802
Africa,2008,Male,653.08215
Africa,2001,Male,730.77826
Western Pacific,2008,Female,547.79767
Africa,2008,Male,738.84521
Europe,2005,Male,1004.62396
Eastern Mediterranean,2019,Male,423.43262
Africa,2017,Male,729.9212
Europe,2001,Male,909.6214
South-East Asia,2005,Female,507.51761
Europe,2011,Female,498.41827
Europe,2009,Male,389.85104
Africa,2015,Male,758.19489
Americas,2021,Female,478.67245
Africa,2015,Male,753.30188
Europe,2016,Male,419.82629
Europe,2012,Female,310.7298
South-East Asia,2006,Female,499.09305
Europe,2006,Female,275.64783
Africa,2016,Male,773.7561
Africa,2016,Female,552.77338
Africa,2016,Female,582.17169
Americas,2019,Male,454.20639
Africa,2019,Female,615.2215
Africa,2007,Male,735.56329
Eastern Mediterranean,2009,Male,435.44217
Europe,2007,Male,494.43127
Europe,2000,Female,348.33527
Eastern Mediterranean,2016,Female,610.19489
Africa,2010,Female,636.58685
Europe,2005,Male,788.33997
Americas,2017,Female,261.60229
Western Pacific,2009,Female,308.16788
Africa,2009,Female,524.55713
Europe,2004,Male,425.23004
Western Pacific,2013,Female,900.11835
Africa,2011,Female,460.5387
Africa,2019,Female,539.89233
Eastern Mediterranean,2009,Male,614.99176
Africa,2009,Female,601.40381
Europe,2017,Male,374.85272
Europe,2006,Male,486.13
Europe,2013,Female,524.5155
South-East Asia,2000,Male,597.0116
Americas,2009,Male,411.03125
Americas,2011,Male,654.25787
Eastern Mediterranean,2019,Female,192.07533
Americas,2005,Male,455.02963
South-East Asia,2016,Male,589.9057
Africa,2014,Female,536.70044
Europe,2020,Male,899.39105
Africa,2019,Male,694.85712
Eastern Mediterranean,2006,Male,460.48273
Africa,2003,Male,772.26062
Africa,2004,Male,700.60852
Eastern Mediterranean,2020,Male,779.57233
Americas,2017,Male,595.89996
Eastern Mediterranean,2017,Female,529.92438
South-East Asia,2005,Male,506.59595
Africa,2020,Male,721.73553
Eastern Mediterranean,2013,Female,681.81708
Europe,2012,Male,854.29144
Europe,2003,Male,554.77368
Western Pacific,2010,Female,554.69849
Americas,2021,Female,680.9115
Americas,2007,Male,538.9408
Eastern Mediterranean,2014,Female,345.32248
Africa,2007,Female,778.42133
Americas,2020,Female,428.17047
Africa,2007,Male,693.41534
Americas,2010,Female,437.67484
Africa,2007,Male,575.69037
Europe,2013,Female,543.05084
Europe,2019,Male,335.87668
Europe,2009,Female,558.36414
Americas,2017,Female,394.50308
Western Pacific,2018,Female,181.6458
Europe,2006,Male,855.83136
Africa,2012,Male,730.64117
Europe,2000,Male,871.9895
Europe,2005,Female,449.49371
Africa,2019,Female,393.91132
Europe,2018,Female,355.7951
Europe,2009,Male,940.27301
Western Pacific,2006,Female,459.54608
Africa,2007,Male,656.78918
Western Pacific,2003,Female,825.57947
Africa,2021,Female,546.71783
Africa,2006,Male,771.24152
Africa,2009,Female,625.67206
South-East Asia,2006,Male,735.8125
Europe,2015,Female,254.57039
Western Pacific,2016,Male,1044.85901
Western Pacific,2001,Female,377.57468
Eastern Mediterranean,2009,Female,465.20886
Americas,2013,Female,639.31091
Western Pacific,2020,Male,298.31348
Europe,2008,Male,1028.52942
Africa,2019,Male,933.21753
Africa,2004,Female,673.92194
Eastern Mediterranean,2013,Male,961.12897
Africa,2006,Male,591.68951
Africa,2011,Male,705.18591
Africa,2012,Male,496.41794
Europe,2019,Male,375.24576
Western Pacific,2000,Female,213.44514
Americas,2018,Female,521.88635
Europe,2002,Female,368.74387
Western Pacific,2000,Female,354.60812
Africa,2021,Female,619.2359
Eastern Mediterranean,2016,Female,211.50748
Eastern Mediterranean,2011,Female,545.88916
Americas,2021,Male,553.81976
Africa,2015,Female,570.10217
Eastern Mediterranean,2014,Female,707.24414
Africa,2003,Female,650.87195
Americas,2013,Male,622.95886
Europe,2000,Male,462.28732
Africa,2004,Male,990.27521
South-East Asia,2008,Male,639.78339
Americas,2008,Female,448.17325
Africa,2004,Female,613.24097
Europe,2000,Female,373.69562
Europe,2014,Male,389.19025
Africa,2005,Male,871.88013
Africa,2006,Female,517.7124
Africa,2001,Male,997.86932
Africa,2009,Female,500.04919
Americas,2017,Male,554.29071
Americas,2014,Female,642.13153
Europe,2009,Female,297.22498
Europe,2001,Female,619.82837
Africa,2014,Female,644.9693
South-East Asia,2005,Female,401.83426
Western Pacific,2015,Female,198.88458
Western Pacific,2018,Female,423.40057
Europe,2009,Female,253.89641
Europe,2010,Female,966.66772
Africa,2020,Female,529.92566
Africa,2007,Female,439.30408
Africa,2012,Male,624.93317
Africa,2019,Female,561.23956
Western Pacific,2006,Female,909.60229
Europe,2003,Male,700.60901
Europe,2007,Male,476.62381
Americas,2017,Female,339.42957
Americas,2003,Female,399.09796
Europe,2010,Female,692.34937
Europe,2006,Male,504.54959
Africa,2000,Female,386.65506
Eastern Mediterranean,2011,Female,532.84247
Europe,2015,Male,828.96863
Europe,2011,Female,259.68307
Americas,2021,Female,441.07068
Africa,2002,Female,379.03174
South-East Asia,2006,Male,708.84265
Americas,2017,Female,599.97266
Eastern Mediterranean,2018,Male,650.10962
Eastern Mediterranean,2007,Female,1048.72473
Africa,2021,Male,627.73828
Americas,2020,Male,403.67178
South-East Asia,2013,Female,504.36572
Europe,2003,Female,813.64563
Americas,2016,Female,354.452
Europe,2002,Male,953.10919
Eastern Mediterranean,2010,Female,361.18274
Eastern Mediterranean,2007,Male,776.15094
Americas,2020,Male,462.11551
Eastern Mediterranean,2018,Male,880.85272
Africa,2020,Female,596.78162
Europe,2008,Male,719.65155
Africa,2019,Female,627.58679
Americas,2015,Female,348.03839
Africa,2010,Male,601.7962
Europe,2014,Female,268.43668
Americas,2013,Female,276.33646
Europe,2001,Male,448.87595
Americas,2004,Female,498.81909
Western Pacific,2006,Male,787.00452
Americas,2006,Male,293.81671
Americas,2017,Male,654.57709
Europe,2005,Female,586.46875
Africa,2007,Female,494.41489
Americas,2016,Female,489.67789
Europe,2006,Female,383.04559
Africa,2006,Male,677.67584
Europe,2018,Female,497.72354
Americas,2020,Female,360.6582
South-East Asia,2004,Male,683.80383
Americas,2014,Male,756.22626
Africa,2001,Female,620.24377
Europe,2015,Female,524.3186
Americas,2006,Female,351.56293
Americas,2017,Female,569.06403
Eastern Mediterranean,2014,Female,621.96149
Africa,2009,Female,504.70657
Eastern Mediterranean,2002,Male,991.20538
South-East Asia,2001,Female,453.72052
Europe,2016,Male,918.77606
South-East Asia,2019,Male,821.53137
Africa,2021,Male,613.42395
Americas,2014,Female,359.60425
Eastern Mediterranean,2016,Male,475.04037
Europe,2007,Female,330.13358
Americas,2020,Male,447.21558
South-East Asia,2014,Male,429.97757
Americas,2009,Male,519.9162
Europe,2017,Male,398.78018
South-East Asia,2002,Female,655.27197
Americas,2013,Male,478.30615
Europe,2011,Male,446.69318
Europe,2001,Male,1296.22546
Europe,2006,Male,471.86578
Africa,2011,Female,484.75421
Eastern Mediterranean,2011,Female,457.41736
Europe,2019,Female,233.06223
South-East Asia,2017,Male,529.04047
Western Pacific,2003,Female,878.75464
Americas,2012,Male,285.36926
Africa,2000,Female,597.24658
Western Pacific,2004,Female,284.71545
Americas,2019,Female,469.87659
Western Pacific,2015,Female,632.66949
Western Pacific,2001,Male,532.54926
Africa,2014,Male,680.84668
Africa,2013,Female,647.20801
Africa,2001,Female,546.30011
Western Pacific,2002,Male,750.23596
Africa,2013,Male,461.65927
Americas,2019,Male,617.96991
Americas,2012,Female,342.5274
Africa,2008,Female,602.71649
Europe,2021,Male,396.79962
Eastern Mediterranean,2016,Female,620.18433
Europe,2009,Male,816.76862
Eastern Mediterranean,2011,Female,604.20917
Americas,2012,Female,384.74109
Africa,2019,Male,756.15637
South-East Asia,2020,Male,726.37219
Americas,2015,Female,287.52478
Europe,2018,Female,504.51337
Europe,2016,Female,271.63855
Africa,2000,Female,654.40143
Europe,2021,Female,429.12494
Eastern Mediterranean,2015,Female,724.99304
Africa,2011,Male,718.36188
Eastern Mediterranean,2006,Male,531.04315
Europe,2013,Female,265.72015
Africa,2003,Male,461.81058
Africa,2012,Female,625.73248
Europe,2002,Female,445.30136
Africa,2009,Male,1050.18958
Europe,2018,Male,378.79282
Eastern Mediterranean,2013,Female,350.85471
Europe,2011,Female,268.51077
Africa,2009,Female,589.43982
Europe,2020,Female,457.05148
Africa,2006,Female,481.9751
Africa,2013,Female,570.23224
Western Pacific,2014,Male,1097.72278
Africa,2019,Male,561.44
Europe,2021,Female,517.9776
Africa,2020,Male,791.06635
Eastern Mediterranean,2020,Male,934.53741
Europe,2010,Female,246.24417
Africa,2011,Female,566.03314
Africa,2014,Male,576.89777
Africa,2007,Female,640.07324
Americas,2020,Male,366.40494
Europe,2015,Female,276.0296
Western Pacific,2016,Male,694.79706
Africa,2019,Male,969.84332
Europe,2009,Male,635.10992
Americas,2006,Male,632.00305
Africa,2013,Female,719.44171
Africa,2014,Female,567.36816
Europe,2007,Male,642.83185
Eastern Mediterranean,2012,Female,964.42285
Western Pacific,2003,Female,777.10651
Eastern Mediterranean,2005,Male,764.16949
Europe,2001,Female,337.00174
Americas,2008,Female,433.09204
Africa,2006,Male,870.5163
Europe,2017,Male,419.12198
Eastern Mediterranean,2001,Male,523.86841
Africa,2005,Female,603.2016
Americas,2009,Female,380.09824
Americas,2013,Male,531.95398
Africa,2000,Female,490.00568
Europe,2013,Female,478.34036
Americas,2004,Male,802.57202
Africa,2017,Male,726.84882
South-East Asia,2003,Male,788.2597
Western Pacific,2007,Female,443.05176
Eastern Mediterranean,2002,Female,434.22305
Western Pacific,2006,Male,975.51013
Africa,2007,Male,742.24438
Eastern Mediterranean,2014,Male,445.52728
South-East Asia,2003,Male,907.28632
Americas,2020,Female,880.73102
Africa,2021,Female,532.75916
Africa,2020,Male,537.2193
Western Pacific,2014,Male,1060.71265
Africa,2000,Male,1015.77356
South-East Asia,2020,Female,424.3732
Europe,2003,Male,884.78125
Europe,2001,Female,682.63306
Europe,2013,Female,291.89508
Americas,2009,Male,551.24518
Africa,2005,Male,805.34015
Americas,2010,Male,803.2973
Americas,2001,Female,376.0199
Africa,2018,Male,654.08746
Europe,2003,Female,364.90857
Africa,2002,Female,488.89954
Europe,2016,Female,274.6066
Western Pacific,2020,Male,836.13672
Africa,2019,Male,650.54456
Africa,2020,Female,560.49884
Western Pacific,2004,Male,488.3259
Africa,2007,Female,674.55127
Europe,2002,Male,613.23035
Americas,2016,Female,460.71487
Western Pacific,2008,Female,277.61914
Americas,2006,Female,379.73282
Africa,2011,Male,556.19989
South-East Asia,2007,Male,435.01321
Eastern Mediterranean,2011,Male,586.49768
Europe,2017,Male,385.41895
Americas,2013,Male,383.35968
Africa,2020,Female,451.62042
Europe,2000,Male,539.29504
South-East Asia,2011,Male,678.87653
Africa,2011,Female,775.96216
Europe,2008,Female,667.40466
Americas,2005,Male,574.63385
Americas,2017,Male,535.83801
Americas,2003,Female,355.70349
Europe,2004,Female,451.97174
Western Pacific,2006,Male,1239.55774
Europe,2003,Female,361.42719
Africa,2010,Male,545.11194
Americas,2016,Female,345.84772
Africa,2017,Female,453.43973
Americas,2001,Male,711.97882
Eastern Mediterranean,2002,Female,695.66754
Europe,2021,Female,386.60635
Western Pacific,2019,Female,850.49231
Eastern Mediterranean,2016,Male,699.58661
South-East Asia,2016,Male,595.13409
Americas,2014,Female,443.23129
Europe,2007,Male,1273.9928
Europe,2011,Male,632.00214
Americas,2010,Male,854.50482
Europe,2011,Male,467.1279
Europe,2021,Female,293.24066
Western Pacific,2014,Female,251.03621
Western Pacific,2017,Male,806.74768
Africa,2004,Female,533.02484
Eastern Mediterranean,2012,Female,714.83588
Europe,2014,Male,405.28342
Western Pacific,2002,Male,708.42102
South-East Asia,2004,Female,565.09607
Western Pacific,2000,Male,980.37012
Africa,2007,Female,596.84686
Americas,2013,Female,398.01871
Western Pacific,2000,Female,310.04727
Africa,2007,Female,489.94504
Europe,2015,Male,897.48907
